...1,gene id,...3,Gene,...5
IUUC-Hsa-046144,ENSG00000023445.13,Q13489, MIHC,Homo sapiens
IUUC-Hsa-046144,ENSG00000023445.13,Q13489, RNF49,Homo sapiens
IUUC-Hsa-045784,ENSG00000105229.6,Q8N2W9,PIAS4,Homo sapiens
IUUC-Hsa-045784,ENSG00000105229.6,Q8N2W9, PIASG,Homo sapiens
IUUC-Hsa-045969,ENSG00000080561.13,Q9UJV3,MID2,Homo sapiens
IUUC-Hsa-045969,ENSG00000080561.13,Q9UJV3, FXY2,Homo sapiens
IUUC-Hsa-045969,ENSG00000080561.13,Q9UJV3, RNF60,Homo sapiens
IUUC-Hsa-045969,ENSG00000080561.13,Q9UJV3, TRIM1,Homo sapiens
IUUC-Hsa-046364,ENSG00000134758.13,Q8WVD3,RNF138,Homo sapiens
IUUC-Hsa-046364,ENSG00000134758.13,Q8WVD3, NARF,Homo sapiens
IUUC-Hsa-046364,ENSG00000134758.13,Q8WVD3, HSD-4,Homo sapiens
IUUC-Hsa-046364,ENSG00000134758.13,Q8WVD3, HSD4,Homo sapiens
IUUC-Hsa-046439,ENSG00000101752.11,Q86YT6,MIB1,Homo sapiens
IUUC-Hsa-046439,ENSG00000101752.11,Q86YT6, DIP1,Homo sapiens
IUUC-Hsa-046439,ENSG00000101752.11,Q86YT6, KIAA1323,Homo sapiens
IUUC-Hsa-046439,ENSG00000101752.11,Q86YT6, ZZANK2,Homo sapiens
IUUC-Hsa-046702,ENSG00000082512.14,O00463,TRAF5,Homo sapiens
IUUC-Hsa-046702,ENSG00000082512.14,O00463, RNF84,Homo sapiens
IUUC-Hsa-045876,ENSG00000020426.10,P51948,MNAT1,Homo sapiens
IUUC-Hsa-045876,ENSG00000020426.10,P51948, CAP35,Homo sapiens
IUUC-Hsa-045876,ENSG00000020426.10,P51948, MAT1,Homo sapiens
IUUC-Hsa-045876,ENSG00000020426.10,P51948, RNF66,Homo sapiens
IUUC-Hsa-045826,ENSG00000138376.10,Q99728,BARD1,Homo sapiens
IUUC-Hsa-046534,ENSG00000137384.12,Q9C019,TRIM15,Homo sapiens
IUUC-Hsa-046534,ENSG00000137384.12,Q9C019, RNF93,Homo sapiens
IUUC-Hsa-046534,ENSG00000137384.12,Q9C019, ZNF178,Homo sapiens
IUUC-Hsa-046534,ENSG00000137384.12,Q9C019, ZNFB7,Homo sapiens
IUUC-Hsa-046118,ENSG00000137075.17,Q9H0F5,RNF38,Homo sapiens
IUUC-Hsa-046376,ENSG00000135679.22,Q00987,MDM2,Homo sapiens
IUUC-Hsa-046570,ENSG00000135144.7,Q86Y01,DTX1,Homo sapiens
IUUC-Hsa-046580,ENSG00000134253.9,Q9H8W5,TRIM45,Homo sapiens
IUUC-Hsa-046580,ENSG00000134253.9,Q9H8W5, RNF99,Homo sapiens
IUUC-Hsa-047006,ENSG00000133874.1,Q9H9V4,RNF122,Homo sapiens
IUUC-Hsa-046589,ENSG00000133606.10,Q9UHC7,MKRN1,Homo sapiens
IUUC-Hsa-046589,ENSG00000133606.10,Q9UHC7, RNF61,Homo sapiens
IUUC-Hsa-046745,ENSG00000133135.13,Q8TEB7,RNF128,Homo sapiens
IUUC-Hsa-046469,ENSG00000132481.6,Q96LD4,TRIM47,Homo sapiens
IUUC-Hsa-046469,ENSG00000132481.6,Q96LD4, GOA,Homo sapiens
IUUC-Hsa-046469,ENSG00000132481.6,Q96LD4, RNF100,Homo sapiens
IUUC-Hsa-046583,ENSG00000132109.9,P19474,TRIM21,Homo sapiens
IUUC-Hsa-046583,ENSG00000132109.9,P19474, RNF81,Homo sapiens
IUUC-Hsa-046583,ENSG00000132109.9,P19474, RO52,Homo sapiens
IUUC-Hsa-046583,ENSG00000132109.9,P19474, SSA1,Homo sapiens
IUUC-Hsa-046146,ENSG00000033800.13,O75925,PIAS1,Homo sapiens
IUUC-Hsa-046146,ENSG00000033800.13,O75925, DDXBP1,Homo sapiens
IUUC-Hsa-046952,ENSG00000127191.17,Q12933,TRAF2,Homo sapiens
IUUC-Hsa-046952,ENSG00000127191.17,Q12933, TRAP3,Homo sapiens
IUUC-Hsa-046280,ENSG00000124226.10,Q9Y508,RNF114,Homo sapiens
IUUC-Hsa-046280,ENSG00000124226.10,Q9Y508, ZNF228,Homo sapiens
IUUC-Hsa-046280,ENSG00000124226.10,Q9Y508, ZNF313,Homo sapiens
IUUC-Hsa-046313,ENSG00000123091.4,Q9Y3C5,RNF11,Homo sapiens
IUUC-Hsa-046313,ENSG00000123091.4,Q9Y3C5, CGI-123,Homo sapiens
IUUC-Hsa-045756,ENSG00000239305.6,O00237,RNF103,Homo sapiens
IUUC-Hsa-045756,ENSG00000239305.6,O00237, ZFP103,Homo sapiens
IUUC-Hsa-046788,ENSG00000115392.11,Q9NW38,FANCL,Homo sapiens
IUUC-Hsa-046788,ENSG00000115392.11,Q9NW38, PHF9,Homo sapiens
IUUC-Hsa-046271,ENSG00000115289.13,Q9BSM1,PCGF1,Homo sapiens
IUUC-Hsa-046271,ENSG00000115289.13,Q9BSM1, NSPC1,Homo sapiens
IUUC-Hsa-046271,ENSG00000115289.13,Q9BSM1, RNF68,Homo sapiens
IUUC-Hsa-045801,ENSG00000113595.14,P36406,TRIM23,Homo sapiens
IUUC-Hsa-045801,ENSG00000113595.14,P36406, ARD1,Homo sapiens
IUUC-Hsa-045801,ENSG00000113595.14,P36406, ARFD1,Homo sapiens
IUUC-Hsa-045801,ENSG00000113595.14,P36406, RNF46,Homo sapiens
IUUC-Hsa-045769,ENSG00000110330.8,Q13490,BIRC2,Homo sapiens
IUUC-Hsa-045769,ENSG00000110330.8,Q13490, API1,Homo sapiens
IUUC-Hsa-045769,ENSG00000110330.8,Q13490, MIHB,Homo sapiens
IUUC-Hsa-045769,ENSG00000110330.8,Q13490, RNF48,Homo sapiens
IUUC-Hsa-045998,ENSG00000110042.7,Q9Y2E6,DTX4,Homo sapiens
IUUC-Hsa-045998,ENSG00000110042.7,Q9Y2E6, KIAA0937,Homo sapiens
IUUC-Hsa-045998,ENSG00000110042.7,Q9Y2E6, RNF155,Homo sapiens
IUUC-Hsa-046481,ENSG00000108733.9,O00623,PEX12,Homo sapiens
IUUC-Hsa-046481,ENSG00000108733.9,O00623, PAF3,Homo sapiens
IUUC-Hsa-045802,ENSG00000105428.5,Q8WWF5,ZNRF4,Homo sapiens
IUUC-Hsa-045802,ENSG00000105428.5,Q8WWF5, RNF204,Homo sapiens
IUUC-Hsa-046635,ENSG00000104142.10,Q9P253,VPS18,Homo sapiens
IUUC-Hsa-046635,ENSG00000104142.10,Q9P253, KIAA1475,Homo sapiens
IUUC-Hsa-046518,ENSG00000101695.8,Q96EQ8,RNF125,Homo sapiens
IUUC-Hsa-045766,ENSG00000185019.16,O94941,UBOX5,Homo sapiens
IUUC-Hsa-045766,ENSG00000185019.16,O94941, KIAA0860,Homo sapiens
IUUC-Hsa-045766,ENSG00000185019.16,O94941, RNF37,Homo sapiens
IUUC-Hsa-045766,ENSG00000185019.16,O94941, UBCE7IP5,Homo sapiens
IUUC-Hsa-045766,ENSG00000185019.16,O94941, UIP5,Homo sapiens
IUUC-Hsa-046413,ENSG00000101197.12,Q96CA5,BIRC7,Homo sapiens
IUUC-Hsa-046413,ENSG00000101197.12,Q96CA5, KIAP,Homo sapiens
IUUC-Hsa-046413,ENSG00000101197.12,Q96CA5, LIVIN,Homo sapiens
IUUC-Hsa-046413,ENSG00000101197.12,Q96CA5, MLIAP,Homo sapiens
IUUC-Hsa-046413,ENSG00000101197.12,Q96CA5, RNF50,Homo sapiens
IUUC-Hsa-046413,ENSG00000101197.12,Q96CA5, UNQ5800/PRO19607/PRO21344,Homo sapiens
IUUC-Hsa-046279,ENSG00000100387.8,P62877,RBX1,Homo sapiens
IUUC-Hsa-046279,ENSG00000100387.8,P62877, RNF75,Homo sapiens
IUUC-Hsa-046279,ENSG00000100387.8,P62877, ROC1,Homo sapiens
IUUC-Hsa-046914,ENSG00000081087.14,Q86WC4,OSTM1,Homo sapiens
IUUC-Hsa-046914,ENSG00000081087.14,Q86WC4, GL,Homo sapiens
IUUC-Hsa-046914,ENSG00000081087.14,Q86WC4, HSPC019,Homo sapiens
IUUC-Hsa-046914,ENSG00000081087.14,Q86WC4, UNQ6098/PRO21201,Homo sapiens
IUUC-Hsa-045673,ENSG00000278211.4,A0A0G2JPI4,NA,Homo sapiens
IUUC-Hsa-046789,ENSG00000274780.2,B7ZM65,PHRF1,Homo sapiens
IUUC-Hsa-046579,ENSG00000183718.5,Q96A61,TRIM52,Homo sapiens
IUUC-Hsa-046579,ENSG00000183718.5,Q96A61, RNF102,Homo sapiens
IUUC-Hsa-046242,ENSG00000269855.2,M0QZC1,RNF225,Homo sapiens
IUUC-Hsa-045796,ENSG00000221926.11,O95361,TRIM16,Homo sapiens
IUUC-Hsa-045796,ENSG00000221926.11,O95361, EBBP,Homo sapiens
IUUC-Hsa-046166,ENSG00000185880.12,Q86WT6,TRIM69,Homo sapiens
IUUC-Hsa-046166,ENSG00000185880.12,Q86WT6, RNF36,Homo sapiens
IUUC-Hsa-046166,ENSG00000185880.12,Q86WT6, HSD-34,Homo sapiens
IUUC-Hsa-046166,ENSG00000185880.12,Q86WT6, HSD34,Homo sapiens
IUUC-Hsa-045770,ENSG00000226437.9,A0A140TA46,TRIM39,Homo sapiens
IUUC-Hsa-045987,ENSG00000232839.9,A0A0G2JKY0,TRIM39,Homo sapiens
IUUC-Hsa-045787,ENSG00000145860.11,Q96MT1-5,RNF145,Homo sapiens
IUUC-Hsa-046218,ENSG00000176979.12,Q495X7,TRIM60,Homo sapiens
IUUC-Hsa-046218,ENSG00000176979.12,Q495X7, RNF129,Homo sapiens
IUUC-Hsa-046218,ENSG00000176979.12,Q495X7, RNF33,Homo sapiens
IUUC-Hsa-046001,ENSG00000183474.15,Q6P1K8,GTF2H2C,Homo sapiens
IUUC-Hsa-046001,ENSG00000183474.15,Q6P1K8, GTF2H2C_2,Homo sapiens
IUUC-Hsa-046001,ENSG00000183474.15,Q6P1K8, GTF2H2D,Homo sapiens
IUUC-Hsa-046264,ENSG00000248710.1,H3BRJ5,RP11-432B6.3,Homo sapiens
IUUC-Hsa-046386,ENSG00000235022.8,Q9H2S5,RNF39,Homo sapiens
IUUC-Hsa-046386,ENSG00000235022.8,Q9H2S5, HZFW,Homo sapiens
IUUC-Hsa-046727,ENSG00000226402.8,NA,NA,Homo sapiens
IUUC-Hsa-046205,ENSG00000237330.2,E7ERA6,RNF223,Homo sapiens
IUUC-Hsa-046540,ENSG00000163121.9,Q96EH8,NEURL3,Homo sapiens
IUUC-Hsa-046540,ENSG00000163121.9,Q96EH8, LINCR,Homo sapiens
IUUC-Hsa-046223,ENSG00000237733.8,A0A140T8Y9,RNF39,Homo sapiens
IUUC-Hsa-046260,ENSG00000229346.8,Q9UDY6,TRIM10,Homo sapiens
IUUC-Hsa-046260,ENSG00000229346.8,Q9UDY6, RFB30,Homo sapiens
IUUC-Hsa-046260,ENSG00000229346.8,Q9UDY6, RNF9,Homo sapiens
IUUC-Hsa-046241,ENSG00000251258.1,Q6ZWI9,RFPL4B,Homo sapiens
IUUC-Hsa-046241,ENSG00000251258.1,Q6ZWI9, RNF211,Homo sapiens
IUUC-Hsa-046724,ENSG00000214078.12,F2Z2V0,CPNE1,Homo sapiens
IUUC-Hsa-046561,ENSG00000235631.1,Q8N7C7,RNF148,Homo sapiens
IUUC-Hsa-045892,ENSG00000233573.9,NA,NA,Homo sapiens
IUUC-Hsa-045667,ENSG00000178222.12,Q495C1,RNF212,Homo sapiens
IUUC-Hsa-045662,ENSG00000227458.8,A0A0G2JIV5,TRIM40,Homo sapiens
IUUC-Hsa-046266,ENSG00000235905.8,A0A0G2JJP1,TRIM15,Homo sapiens
IUUC-Hsa-046211,ENSG00000236399.7,A0A0G2JMU7,TRIM40,Homo sapiens
IUUC-Hsa-046301,ENSG00000230467.8,A0A140T901,RNF39,Homo sapiens
IUUC-Hsa-046515,ENSG00000150244.11,Q8IWZ4,TRIM48,Homo sapiens
IUUC-Hsa-046515,ENSG00000150244.11,Q8IWZ4, RNF101,Homo sapiens
IUUC-Hsa-045890,ENSG00000215277.8,A8MTL3,RNF212B,Homo sapiens
IUUC-Hsa-045890,ENSG00000215277.8,A8MTL3, C14orf164,Homo sapiens
IUUC-Hsa-046317,ENSG00000189051.5,A6NCQ9,RNF222,Homo sapiens
IUUC-Hsa-046592,ENSG00000154359.12,Q17RB8,LONRF1,Homo sapiens
IUUC-Hsa-046592,ENSG00000154359.12,Q17RB8, RNF191,Homo sapiens
IUUC-Hsa-046451,ENSG00000159579.13,Q96DX4,RSPRY1,Homo sapiens
IUUC-Hsa-046451,ENSG00000159579.13,Q96DX4, KIAA1972,Homo sapiens
IUUC-Hsa-046451,ENSG00000159579.13,Q96DX4, UNQ328/PRO444,Homo sapiens
IUUC-Hsa-045858,ENSG00000206500.9,Q9H2S5-2,RNF39,Homo sapiens
IUUC-Hsa-045858,ENSG00000206500.9,Q9H2S5-2, HZFW,Homo sapiens
IUUC-Hsa-046834,ENSG00000099999.14,Q9Y6U7,RNF215,Homo sapiens
IUUC-Hsa-046993,ENSG00000204610.12,Q9C019-2,TRIM15,Homo sapiens
IUUC-Hsa-046993,ENSG00000204610.12,Q9C019-2, RNF93,Homo sapiens
IUUC-Hsa-046993,ENSG00000204610.12,Q9C019-2, ZNF178,Homo sapiens
IUUC-Hsa-046993,ENSG00000204610.12,Q9C019-2, ZNFB7,Homo sapiens
IUUC-Hsa-045695,ENSG00000175556.16,Q496Y0,LONRF3,Homo sapiens
IUUC-Hsa-045695,ENSG00000175556.16,Q496Y0, RNF127,Homo sapiens
IUUC-Hsa-046978,ENSG00000162722.8,Q8NG06,TRIM58,Homo sapiens
IUUC-Hsa-045761,ENSG00000156463.17,Q8TEC5,SH3RF2,Homo sapiens
IUUC-Hsa-045761,ENSG00000156463.17,Q8TEC5, PPP1R39,Homo sapiens
IUUC-Hsa-045761,ENSG00000156463.17,Q8TEC5, RNF158,Homo sapiens
IUUC-Hsa-046467,ENSG00000137397.18,NA,NA,Homo sapiens
IUUC-Hsa-046067,ENSG00000145428.14,Q8N4F7,RNF175,Homo sapiens
IUUC-Hsa-046915,ENSG00000184108.7,Q8N9V2,TRIML1,Homo sapiens
IUUC-Hsa-046915,ENSG00000184108.7,Q8N9V2, RNF209,Homo sapiens
IUUC-Hsa-046098,ENSG00000183439.7,Q5EBN2,TRIM61,Homo sapiens
IUUC-Hsa-046098,ENSG00000183439.7,Q5EBN2, RNF35,Homo sapiens
IUUC-Hsa-046642,ENSG00000153207.14,Q8WYP5-3,AHCTF1,Homo sapiens
IUUC-Hsa-046642,ENSG00000153207.14,Q8WYP5-3, ELYS,Homo sapiens
IUUC-Hsa-046642,ENSG00000153207.14,Q8WYP5-3, TMBS62,Homo sapiens
IUUC-Hsa-046642,ENSG00000153207.14,Q8WYP5-3, MSTP108,Homo sapiens
IUUC-Hsa-045999,ENSG00000105982.16,Q9H0A6,RNF32,Homo sapiens
IUUC-Hsa-045999,ENSG00000105982.16,Q9H0A6, FKSG33,Homo sapiens
IUUC-Hsa-045999,ENSG00000105982.16,Q9H0A6, HSD15,Homo sapiens
IUUC-Hsa-046337,ENSG00000147573.16,Q9BYV6,TRIM55,Homo sapiens
IUUC-Hsa-046337,ENSG00000147573.16,Q9BYV6, MURF2,Homo sapiens
IUUC-Hsa-046337,ENSG00000147573.16,Q9BYV6, RNF29,Homo sapiens
IUUC-Hsa-046982,ENSG00000163820.14,Q9BQS8,FYCO1,Homo sapiens
IUUC-Hsa-046982,ENSG00000163820.14,Q9BQS8, ZFYVE7,Homo sapiens
IUUC-Hsa-046191,ENSG00000163162.8,Q8NC42,RNF149,Homo sapiens
IUUC-Hsa-046191,ENSG00000163162.8,Q8NC42, DNAPTP2,Homo sapiens
IUUC-Hsa-046064,ENSG00000154493.17,Q96M02,C10orf90,Homo sapiens
IUUC-Hsa-046064,ENSG00000154493.17,Q96M02, FATS,Homo sapiens
IUUC-Hsa-046828,ENSG00000153561.12,Q9H871,RMND5A,Homo sapiens
IUUC-Hsa-046830,ENSG00000146083.11,Q7L0R7,RNF44,Homo sapiens
IUUC-Hsa-046830,ENSG00000146083.11,Q7L0R7, KIAA1100,Homo sapiens
IUUC-Hsa-046478,ENSG00000146054.17,Q9C029,TRIM7,Homo sapiens
IUUC-Hsa-046478,ENSG00000146054.17,Q9C029, GNIP,Homo sapiens
IUUC-Hsa-046478,ENSG00000146054.17,Q9C029, RNF90,Homo sapiens
IUUC-Hsa-046864,ENSG00000141622.13,Q6ZSG1,RNF165,Homo sapiens
IUUC-Hsa-047019,ENSG00000141576.14,Q96PX1,RNF157,Homo sapiens
IUUC-Hsa-047019,ENSG00000141576.14,Q96PX1, KIAA1917,Homo sapiens
IUUC-Hsa-046200,ENSG00000139218.17,F8W6K1,SCAF11,Homo sapiens
IUUC-Hsa-046252,ENSG00000076604.14,Q9BUZ4,TRAF4,Homo sapiens
IUUC-Hsa-046252,ENSG00000076604.14,Q9BUZ4, CART1,Homo sapiens
IUUC-Hsa-046252,ENSG00000076604.14,Q9BUZ4, MLN62,Homo sapiens
IUUC-Hsa-046252,ENSG00000076604.14,Q9BUZ4, RNF83,Homo sapiens
IUUC-Hsa-046314,ENSG00000135119.14,Q96EX2,RNFT2,Homo sapiens
IUUC-Hsa-046314,ENSG00000135119.14,Q96EX2, TMEM118,Homo sapiens
IUUC-Hsa-046268,ENSG00000141552.17,Q9NYG5,ANAPC11,Homo sapiens
IUUC-Hsa-046268,ENSG00000141552.17,Q9NYG5, HSPC214,Homo sapiens
IUUC-Hsa-045682,ENSG00000004897.11,P30260,CDC27,Homo sapiens
IUUC-Hsa-045682,ENSG00000004897.11,P30260, ANAPC3,Homo sapiens
IUUC-Hsa-045682,ENSG00000004897.11,P30260, D0S1430E,Homo sapiens
IUUC-Hsa-045682,ENSG00000004897.11,P30260, D17S978E,Homo sapiens
IUUC-Hsa-046617,ENSG00000129055.12,Q9BS18,ANAPC13,Homo sapiens
IUUC-Hsa-046971,ENSG00000164162.12,Q9UM13,ANAPC10,Homo sapiens
IUUC-Hsa-046971,ENSG00000164162.12,Q9UM13, APC10,Homo sapiens
IUUC-Hsa-046926,ENSG00000196510.12,Q9UJX3,ANAPC7,Homo sapiens
IUUC-Hsa-046926,ENSG00000196510.12,Q9UJX3, APC7,Homo sapiens
IUUC-Hsa-045713,ENSG00000094880.10,Q9UJX2,CDC23,Homo sapiens
IUUC-Hsa-045713,ENSG00000094880.10,Q9UJX2, ANAPC8,Homo sapiens
IUUC-Hsa-046899,ENSG00000176386.8,Q8NHZ8,CDC26,Homo sapiens
IUUC-Hsa-046899,ENSG00000176386.8,Q8NHZ8, ANAPC12,Homo sapiens
IUUC-Hsa-046899,ENSG00000176386.8,Q8NHZ8, C9orf17,Homo sapiens
IUUC-Hsa-045774,ENSG00000153107.11,Q9H1A4,ANAPC1,Homo sapiens
IUUC-Hsa-045774,ENSG00000153107.11,Q9H1A4, TSG24,Homo sapiens
IUUC-Hsa-045663,ENSG00000176248.8,Q9UJX6,ANAPC2,Homo sapiens
IUUC-Hsa-045663,ENSG00000176248.8,Q9UJX6, APC2,Homo sapiens
IUUC-Hsa-045663,ENSG00000176248.8,Q9UJX6, KIAA1406,Homo sapiens
IUUC-Hsa-046958,ENSG00000053900.10,Q9UJX5,ANAPC4,Homo sapiens
IUUC-Hsa-046958,ENSG00000053900.10,Q9UJX5, APC4,Homo sapiens
IUUC-Hsa-047014,ENSG00000089053.12,Q9UJX4,ANAPC5,Homo sapiens
IUUC-Hsa-047014,ENSG00000089053.12,Q9UJX4, APC5,Homo sapiens
IUUC-Hsa-046186,ENSG00000130177.14,Q13042,CDC16,Homo sapiens
IUUC-Hsa-046186,ENSG00000130177.14,Q13042, ANAPC6,Homo sapiens
IUUC-Hsa-046151,ENSG00000114850.6,C9JA28,SSR3,Homo sapiens
IUUC-Hsa-046018,ENSG00000261609.4,Q9H2C0,GAN,Homo sapiens
IUUC-Hsa-046018,ENSG00000261609.4,Q9H2C0, GAN1,Homo sapiens
IUUC-Hsa-046018,ENSG00000261609.4,Q9H2C0, KLHL16,Homo sapiens
IUUC-Hsa-046262,ENSG00000183826.16,Q96Q07,BTBD9,Homo sapiens
IUUC-Hsa-046262,ENSG00000183826.16,Q96Q07, KIAA1880,Homo sapiens
IUUC-Hsa-046394,ENSG00000234438.3,C9JR72,KBTBD13,Homo sapiens
IUUC-Hsa-045835,ENSG00000121067.17,O43791,SPOP,Homo sapiens
IUUC-Hsa-046283,ENSG00000087448.9,Q9P2K6,KLHL42,Homo sapiens
IUUC-Hsa-046283,ENSG00000087448.9,Q9P2K6, KIAA1340,Homo sapiens
IUUC-Hsa-046283,ENSG00000087448.9,Q9P2K6, KLHDC5,Homo sapiens
IUUC-Hsa-046502,ENSG00000120696.8,Q8WVZ9,KBTBD7,Homo sapiens
IUUC-Hsa-047023,ENSG00000136144.11,Q8NDN9,RCBTB1,Homo sapiens
IUUC-Hsa-047023,ENSG00000136144.11,Q8NDN9, CLLD7,Homo sapiens
IUUC-Hsa-047023,ENSG00000136144.11,Q8NDN9, E4.5,Homo sapiens
IUUC-Hsa-045834,ENSG00000162413.16,Q9UJP4,KLHL21,Homo sapiens
IUUC-Hsa-045834,ENSG00000162413.16,Q9UJP4, KIAA0469,Homo sapiens
IUUC-Hsa-046742,ENSG00000117153.15,Q53G59,KLHL12,Homo sapiens
IUUC-Hsa-046742,ENSG00000117153.15,Q53G59, C3IP1,Homo sapiens
IUUC-Hsa-046683,ENSG00000198642.6,Q9P2J3,KLHL9,Homo sapiens
IUUC-Hsa-046683,ENSG00000198642.6,Q9P2J3, KIAA1354,Homo sapiens
IUUC-Hsa-047034,ENSG00000122550.17,Q8IXQ5,KLHL7,Homo sapiens
IUUC-Hsa-046621,ENSG00000187961.13,Q6TDP4,KLHL17,Homo sapiens
IUUC-Hsa-045984,ENSG00000099910.16,Q53GT1,KLHL22,Homo sapiens
IUUC-Hsa-046817,ENSG00000178502.5,Q9NVR0,KLHL11,Homo sapiens
IUUC-Hsa-046717,ENSG00000146021.14,Q9UH77,KLHL3,Homo sapiens
IUUC-Hsa-046717,ENSG00000146021.14,Q9UH77, KIAA1129,Homo sapiens
IUUC-Hsa-047022,ENSG00000161594.6,Q6JEL2,KLHL10,Homo sapiens
IUUC-Hsa-046235,ENSG00000157119.11,Q2TBA0,KLHL40,Homo sapiens
IUUC-Hsa-046235,ENSG00000157119.11,Q2TBA0, KBTBD5,Homo sapiens
IUUC-Hsa-046235,ENSG00000157119.11,Q2TBA0, SRYP,Homo sapiens
IUUC-Hsa-046620,ENSG00000239474.6,O60662,KLHL41,Homo sapiens
IUUC-Hsa-046620,ENSG00000239474.6,O60662, KBTBD10,Homo sapiens
IUUC-Hsa-046620,ENSG00000239474.6,O60662, KRP1,Homo sapiens
IUUC-Hsa-046025,ENSG00000145332.13,Q9P2G9,KLHL8,Homo sapiens
IUUC-Hsa-046025,ENSG00000145332.13,Q9P2G9, KIAA1378,Homo sapiens
IUUC-Hsa-046694,ENSG00000003096.13,Q9P2N7,KLHL13,Homo sapiens
IUUC-Hsa-046694,ENSG00000003096.13,Q9P2N7, BKLHD2,Homo sapiens
IUUC-Hsa-046694,ENSG00000003096.13,Q9P2N7, KIAA1309,Homo sapiens
IUUC-Hsa-046265,ENSG00000109466.13,O95198,KLHL2,Homo sapiens
IUUC-Hsa-046641,ENSG00000076321.10,Q9Y2M5,KLHL20,Homo sapiens
IUUC-Hsa-046641,ENSG00000076321.10,Q9Y2M5, KLEIP,Homo sapiens
IUUC-Hsa-046255,ENSG00000079999.13,Q14145,KEAP1,Homo sapiens
IUUC-Hsa-046255,ENSG00000079999.13,Q14145, INRF2,Homo sapiens
IUUC-Hsa-046255,ENSG00000079999.13,Q14145, KIAA0132,Homo sapiens
IUUC-Hsa-046255,ENSG00000079999.13,Q14145, KLHL19,Homo sapiens
IUUC-Hsa-045757,ENSG00000197429.10,Q9Y573,IPP,Homo sapiens
IUUC-Hsa-045757,ENSG00000197429.10,Q9Y573, KLHL27,Homo sapiens
IUUC-Hsa-047037,ENSG00000109790.16,Q96PQ7-2,KLHL5,Homo sapiens
IUUC-Hsa-046387,ENSG00000165572.7,Q86V97,KBTBD6,Homo sapiens
IUUC-Hsa-045726,ENSG00000150361.11,Q9NR64,KLHL1,Homo sapiens
IUUC-Hsa-045726,ENSG00000150361.11,Q9NR64, KIAA1490,Homo sapiens
IUUC-Hsa-046486,ENSG00000102271.13,Q9C0H6-2,KLHL4,Homo sapiens
IUUC-Hsa-046486,ENSG00000102271.13,Q9C0H6-2, KIAA1687,Homo sapiens
IUUC-Hsa-046199,ENSG00000179454.13,J3KNY7,KLHL28,Homo sapiens
IUUC-Hsa-046199,ENSG00000179454.13,J3KNY7, BTBD5,Homo sapiens
IUUC-Hsa-046199,ENSG00000179454.13,J3KNY7, hCG_20873,Homo sapiens
IUUC-Hsa-046120,ENSG00000172578.11,Q8WZ60,KLHL6,Homo sapiens
IUUC-Hsa-046494,ENSG00000183655.12,Q9H0H3,KLHL25,Homo sapiens
IUUC-Hsa-046494,ENSG00000183655.12,Q9H0H3, ENC2,Homo sapiens
IUUC-Hsa-045672,ENSG00000175946.8,Q2WGJ6,KLHL38,Homo sapiens
IUUC-Hsa-045672,ENSG00000175946.8,Q2WGJ6, C8orfK36,Homo sapiens
IUUC-Hsa-046816,ENSG00000170852.10,Q8IY47,KBTBD2,Homo sapiens
IUUC-Hsa-046816,ENSG00000170852.10,Q8IY47, BKLHD1,Homo sapiens
IUUC-Hsa-046816,ENSG00000170852.10,Q8IY47, KIAA1489,Homo sapiens
IUUC-Hsa-046816,ENSG00000170852.10,Q8IY47, CGI-73,Homo sapiens
IUUC-Hsa-046983,ENSG00000171617.13,O14682,ENC1,Homo sapiens
IUUC-Hsa-046983,ENSG00000171617.13,O14682, KLHL37,Homo sapiens
IUUC-Hsa-046983,ENSG00000171617.13,O14682, NRPB,Homo sapiens
IUUC-Hsa-046983,ENSG00000171617.13,O14682, PIG10,Homo sapiens
IUUC-Hsa-045729,ENSG00000144228.8,Q6IQ16,SPOPL,Homo sapiens
IUUC-Hsa-046231,ENSG00000213160.9,Q8NBE8,KLHL23,Homo sapiens
IUUC-Hsa-046510,ENSG00000114796.15,Q6TFL4,KLHL24,Homo sapiens
IUUC-Hsa-046510,ENSG00000114796.15,Q6TFL4, DRE1,Homo sapiens
IUUC-Hsa-046437,ENSG00000114648.11,O94889,KLHL18,Homo sapiens
IUUC-Hsa-046437,ENSG00000114648.11,O94889, KIAA0795,Homo sapiens
IUUC-Hsa-046437,ENSG00000114648.11,O94889, OK/SW-cl.74,Homo sapiens
IUUC-Hsa-046819,ENSG00000108094.14,Q13617,CUL2,Homo sapiens
IUUC-Hsa-046034,ENSG00000055130.15,Q13616,CUL1,Homo sapiens
IUUC-Hsa-046848,ENSG00000158290.16,Q13620,CUL4B,Homo sapiens
IUUC-Hsa-046848,ENSG00000158290.16,Q13620, KIAA0695,Homo sapiens
IUUC-Hsa-045974,ENSG00000166266.13,Q93034,CUL5,Homo sapiens
IUUC-Hsa-045974,ENSG00000166266.13,Q93034, VACM1,Homo sapiens
IUUC-Hsa-045679,ENSG00000139842.14,Q13619,CUL4A,Homo sapiens
IUUC-Hsa-045663,ENSG00000176248.8,Q9UJX6,ANAPC2,Homo sapiens
IUUC-Hsa-045663,ENSG00000176248.8,Q9UJX6, APC2,Homo sapiens
IUUC-Hsa-045663,ENSG00000176248.8,Q9UJX6, KIAA1406,Homo sapiens
IUUC-Hsa-046406,ENSG00000044090.8,Q14999,CUL7,Homo sapiens
